price,bathrooms,bedrooms,listing_type,area_sqft,zip_code
139500.0,2.0,2.0,3,1340.0,92011
1649000.0,5.0,5.0,4,2230.0,92117
2299800.0,4.0,4.0,4,2071.0,95125
2425000.0,3.0,4.0,4,2347.0,95124
1199800.0,4.0,4.0,8,2035.0,95131
2250000.0,6.0,6.0,6,2390.0,92109
1788000.0,2.0,4.0,4,1898.0,95120
2949000.0,3.0,4.0,4,3256.0,95125
749900.0,3.0,3.0,8,1750.0,92108
889000.0,2.0,2.0,4,1198.0,92117
288000.0,2.0,3.0,3,1088.0,92011
769000.0,3.0,4.0,4,1991.0,92029
1598888.0,3.0,4.0,4,3000.0,95148
439900.0,2.0,3.0,1,1184.0,92173
1188888.0,2.0,4.0,4,1572.0,95136
1625000.0,4.0,6.0,4,3466.0,92008
649000.0,2.0,3.0,1,1246.0,95123
688000.0,2.0,2.0,1,934.0,95132
999900.0,2.0,3.0,4,1200.0,95128
475000.0,2.0,1.0,4,756.0,92027
374900.0,2.0,2.0,8,896.0,92027
2375000.0,3.0,4.0,4,1924.0,92037
999555.0,2.0,5.0,4,1703.0,95110
2050000.0,4.0,3.0,8,2765.0,92103
1099000.0,3.0,4.0,4,1986.0,92024
599000.0,2.0,3.0,4,1038.0,92025
624777.0,2.0,3.0,4,1042.0,92114
775000.0,3.0,5.0,4,2051.0,92027
915000.0,2.0,3.0,4,1306.0,92117
1009000.0,2.0,3.0,4,1478.0,95127
1125000.0,3.0,4.0,4,3123.0,92025
975000.0,1.0,1.0,4,688.0,95127
1075000.0,3.0,4.0,4,2273.0,92120
700000.0,1.0,2.0,4,1175.0,92120
220000.0,2.0,3.0,3,1440.0,95131
1850000.0,4.0,4.0,4,2793.0,92130
900000.0,2.0,3.0,1,1278.0,92107
1150000.0,2.0,5.0,6,2160.0,92115
1550000.0,3.0,4.0,4,3037.0,92127
649000.0,2.0,2.0,1,910.0,92107
519000.0,2.0,2.0,1,838.0,92116
1570000.0,5.0,7.0,6,2976.0,95112
899000.0,1.0,2.0,4,1260.0,95110
489000.0,2.0,3.0,1,1224.0,92139
848888.0,2.0,2.0,1,1622.0,95112
479000.0,2.0,2.0,4,1642.0,92026
5495000.0,8.0,6.0,4,8915.0,92009
675000.0,2.0,3.0,4,1522.0,92114
510000.0,2.0,3.0,1,1209.0,92111
1199999.0,3.0,4.0,4,1620.0,95118
599900.0,2.0,3.0,1,1290.0,92128
999000.0,2.0,3.0,4,1515.0,95122
730000.0,2.0,3.0,1,1391.0,92101
1498000.0,3.0,3.0,4,1800.0,95124
935000.0,2.0,4.0,4,1354.0,95116
849999.0,2.0,3.0,4,1198.0,95127
47900.0,2.0,2.0,3,924.0,95131
928200.0,2.0,4.0,4,1645.0,92126
160000.0,1.0,1.0,3,774.0,92111
249900.0,2.0,2.0,4,972.0,95125
1575000.0,4.0,5.0,4,2052.0,95132
1475000.0,4.0,3.0,1,2124.0,92108
1399000.0,3.0,3.0,4,1740.0,95125
1690000.0,3.0,2.0,7,2215.0,92008
1999123.0,3.0,4.0,4,2283.0,92109
1499000.0,3.0,4.0,4,1930.0,92104
999000.0,3.0,3.0,6,1674.0,92131
1800000.0,2.0,4.0,4,1928.0,92109
650000.0,2.0,4.0,4,1973.0,92113
2288000.0,6.0,5.0,4,4873.0,92009
1649000.0,2.0,3.0,4,1690.0,95125
164999.0,1.0,1.0,3,480.0,95125
499000.0,2.0,2.0,4,1161.0,92115
429900.0,2.0,2.0,3,2176.0,92026
359900.0,1.0,1.0,1,551.0,92116
425000.0,2.0,2.0,3,1800.0,92026
2695000.0,4.0,5.0,1,3306.0,92130
549000.0,1.0,2.0,4,784.0,92113
539000.0,2.0,2.0,1,949.0,92102
3350000.0,6.0,5.0,4,4627.0,92127
899000.0,2.0,3.0,4,2000.0,92026
925000.0,4.0,5.0,4,2435.0,92027
1195000.0,2.0,3.0,4,1674.0,92117
414900.0,1.0,1.0,1,671.0,92101
850900.0,3.0,4.0,4,1724.0,92010
1275000.0,4.0,3.0,0,2105.0,92009
818000.0,1.0,2.0,4,819.0,92116
1195000.0,2.0,3.0,4,2642.0,92029
1450000.0,5.0,3.0,8,1793.0,95128
1650000.0,4.0,4.0,4,1974.0,92106
598000.0,2.0,2.0,8,950.0,95123
649888.0,3.0,4.0,4,1555.0,92113
1280000.0,3.0,5.0,4,2989.0,92131
799999.0,3.0,3.0,4,2162.0,92025
859000.0,3.0,4.0,8,1954.0,95133
570000.0,2.0,3.0,4,1186.0,92113
649000.0,2.0,3.0,4,1380.0,92139
1099000.0,3.0,4.0,4,2323.0,92011
2399000.0,5.0,5.0,4,4225.0,92009
199900.0,2.0,3.0,3,1343.0,95134
264900.0,2.0,2.0,3,936.0,95125
1850000.0,4.0,3.0,1,3340.0,92014
959900.0,2.0,2.0,0,1338.0,92101
549500.0,3.0,2.0,1,980.0,92110
302000.0,2.0,2.0,3,1792.0,95125
629000.0,2.0,2.0,1,910.0,92116
909888.0,2.0,2.0,1,1676.0,95124
4200000.0,4.0,6.0,4,4200.0,92014
1079000.0,2.0,2.0,1,1572.0,92101
695000.0,2.0,3.0,4,1600.0,92027
700000.0,2.0,3.0,1,1466.0,95123
545000.0,1.0,1.0,1,733.0,95110
39950.0,1.0,1.0,3,373.0,95138
1679000.0,3.0,4.0,4,2887.0,92011
650000.0,3.0,4.0,4,1715.0,92114
947000.0,2.0,4.0,4,1350.0,92119
789000.0,2.0,4.0,4,1727.0,92025
692900.0,2.0,2.0,4,1090.0,92120
1699000.0,3.0,4.0,4,3088.0,92008
1500000.0,4.0,3.0,4,2819.0,95119
1249950.0,3.0,3.0,4,1740.0,95126
679000.0,3.0,2.0,8,1421.0,92011
1150000.0,2.0,3.0,1,2073.0,95113
669000.0,2.0,2.0,8,992.0,95119
650000.0,3.0,2.0,1,1392.0,92009
1200000.0,2.0,3.0,4,1006.0,92025
598000.0,2.0,2.0,1,1011.0,95112
899900.0,2.0,3.0,4,1354.0,92115
2050000.0,4.0,5.0,4,3440.0,92110
580000.0,3.0,2.0,1,1130.0,92120
599000.0,1.0,1.0,1,876.0,95110
3850000.0,5.0,5.0,0,4985.0,92024
400000.0,1.0,0.0,1,718.0,92101
1079000.0,2.0,2.0,1,1572.0,92101
1045000.0,3.0,3.0,1,1616.0,92101
579950.0,2.0,3.0,8,1150.0,95122
674999.0,3.0,4.0,4,1696.0,92154
2895000.0,3.0,4.0,4,2903.0,95129
759000.0,3.0,3.0,4,1923.0,92154
700000.0,2.0,2.0,1,984.0,95118
283000.0,3.0,3.0,3,1334.0,95134
465000.0,1.0,2.0,1,876.0,95122
199999.0,1.0,1.0,3,624.0,92026
899000.0,2.0,3.0,4,1048.0,92123
1799800.0,3.0,5.0,4,2940.0,95133
1039900.0,2.0,3.0,4,1000.0,92102
1399800.0,3.0,3.0,8,1409.0,95129
869900.0,1.0,1.0,1,697.0,92109
875000.0,2.0,3.0,4,1419.0,92102
4200000.0,6.0,6.0,4,5066.0,92024
279900.0,1.0,0.0,4,311.0,92101
514888.0,1.0,1.0,1,845.0,92101
99900.0,2.0,2.0,3,1440.0,92154
718000.0,3.0,3.0,0,1468.0,92111
2288888.0,2.0,3.0,1,1836.0,95110
499000.0,2.0,3.0,1,1040.0,92127
85000.0,2.0,3.0,3,1440.0,92154
265000.0,1.0,1.0,1,551.0,92105
1499000.0,2.0,3.0,4,1808.0,95112
775000.0,2.0,3.0,4,1632.0,92120
3300000.0,4.0,5.0,4,3050.0,92109
999000.0,2.0,3.0,4,1173.0,95123
875000.0,2.0,4.0,4,1400.0,92123
850000.0,3.0,2.0,1,1856.0,92009
673000.0,2.0,2.0,4,1409.0,92026
1200000.0,3.0,3.0,4,1440.0,92117
988000.0,3.0,2.0,1,1213.0,95131
639000.0,1.0,2.0,4,910.0,92104
1175000.0,1.0,3.0,4,1170.0,95125
1749999.0,3.0,5.0,4,2533.0,95133
824900.0,2.0,2.0,1,1032.0,92101
188888.0,2.0,3.0,3,1464.0,95131
3900000.0,5.0,5.0,4,4477.0,95138
99000.0,1.0,3.0,3,1080.0,95125
699000.0,2.0,2.0,4,750.0,92111
2299000.0,5.0,4.0,4,6398.0,92009
875000.0,2.0,4.0,4,1649.0,92126
1019000.0,3.0,3.0,4,1754.0,92108
5495000.0,8.0,6.0,4,8915.0,92009
1275000.0,3.0,2.0,1,1410.0,92130
1289000.0,3.0,3.0,1,2171.0,92109
1599000.0,5.0,4.0,4,1914.0,92107
2449900.0,5.0,6.0,4,4340.0,92131
2400000.0,5.0,6.0,4,6014.0,92025
511900.0,2.0,2.0,1,896.0,92109
930000.0,2.0,4.0,4,1614.0,92126
950000.0,3.0,4.0,4,1512.0,95111
1275000.0,2.0,3.0,4,1448.0,92117
1695000.0,2.0,4.0,4,1298.0,95124
625000.0,1.0,3.0,4,1080.0,92105
1168000.0,4.0,4.0,8,1707.0,95131
170000.0,2.0,2.0,3,1200.0,95134
725000.0,3.0,2.0,8,1908.0,92124
1299000.0,4.0,4.0,4,2792.0,92029
799000.0,2.0,2.0,8,1168.0,95136
2599000.0,3.0,5.0,4,2566.0,95124
1249000.0,3.0,3.0,8,2388.0,95120
160000.0,2.0,3.0,3,1440.0,95134
720000.0,3.0,3.0,8,1330.0,95127
525000.0,2.0,2.0,0,899.0,92127
839000.0,2.0,3.0,4,1200.0,92123
2690000.0,4.0,3.0,7,2695.0,92008
898000.0,4.0,3.0,8,1531.0,95123
1399999.0,2.0,4.0,4,1639.0,95148
799000.0,2.0,2.0,1,1412.0,92103
2799000.0,4.0,4.0,4,1603.0,92024
899000.0,2.0,4.0,4,1350.0,92119
899900.0,1.0,2.0,4,816.0,92102
225000.0,2.0,2.0,3,1056.0,95128
1699900.0,3.0,4.0,4,2800.0,95148
1398000.0,3.0,5.0,4,2397.0,95123
1086000.0,3.0,5.0,4,2227.0,92127
959000.0,2.0,3.0,7,1634.0,92025
925000.0,3.0,4.0,4,2402.0,92026
630000.0,2.0,3.0,0,989.0,92154
798000.0,2.0,2.0,1,986.0,95128
1900000.0,2.0,3.0,1,1988.0,92106
609888.0,2.0,2.0,8,1056.0,95122
928000.0,1.0,2.0,4,845.0,95112
1245000.0,1.0,1.0,1,812.0,92014
488000.0,2.0,2.0,1,955.0,95127
285000.0,2.0,3.0,3,1500.0,95134
1189000.0,1.0,3.0,4,1066.0,92103
599000.0,2.0,3.0,4,1038.0,92025
1389888.0,3.0,4.0,4,1908.0,95123
2399000.0,5.0,5.0,4,4130.0,92130
975000.0,3.0,4.0,4,1620.0,92117
1649000.0,2.0,5.0,4,1918.0,95117
395000.0,2.0,2.0,3,1820.0,92026
799999.0,3.0,3.0,8,1413.0,95110
1250000.0,3.0,4.0,4,2124.0,95119
1425000.0,3.0,3.0,1,2488.0,92103
799000.0,2.0,3.0,4,1818.0,92026
1180000.0,2.0,3.0,4,1118.0,92008
1599000.0,3.0,3.0,4,2158.0,92122
2530000.0,5.0,5.0,4,4183.0,92130
2599000.0,2.0,3.0,4,1853.0,92037
690000.0,2.0,2.0,1,1490.0,95135
925000.0,2.0,2.0,4,1326.0,92011
1349000.0,5.0,4.0,4,3370.0,92029
1200000.0,3.0,4.0,0,1941.0,92120
495000.0,2.0,2.0,4,1006.0,92154
399000.0,1.0,1.0,1,692.0,92122
2995000.0,6.0,6.0,6,1810.0,92103
2749000.0,3.0,4.0,4,2338.0,92037
1700000.0,4.0,3.0,4,2317.0,95128
199000.0,2.0,2.0,3,1440.0,95136
4500000.0,2.0,4.0,4,2502.0,92109
949000.0,2.0,3.0,4,1287.0,95111
850000.0,2.0,3.0,4,1123.0,95111
1645000.0,3.0,4.0,4,1781.0,95148
735000.0,2.0,3.0,1,1056.0,92024
1568000.0,2.0,3.0,4,1250.0,95130
1900000.0,3.0,4.0,4,3073.0,92128
699000.0,2.0,3.0,4,2267.0,92139
2650000.0,3.0,4.0,4,2192.0,92007
429000.0,2.0,2.0,1,1144.0,92120
1070000.0,2.0,3.0,4,1274.0,95136
369990.0,2.0,2.0,3,1320.0,92026
839999.0,3.0,3.0,8,1720.0,95148
1450000.0,3.0,3.0,4,2095.0,92117
1079000.0,4.0,5.0,4,3376.0,92027
837900.0,3.0,4.0,4,2357.0,92026
1295000.0,2.0,4.0,4,1536.0,95133
1149000.0,2.0,3.0,4,1640.0,92115
1698000.0,2.0,3.0,4,1686.0,95124
809000.0,2.0,4.0,4,1400.0,92115
310000.0,2.0,4.0,3,2130.0,95131
3285000.0,4.0,4.0,4,3011.0,92037
1949000.0,3.0,4.0,4,1758.0,95129
1995000.0,4.0,4.0,4,3625.0,92037
749000.0,3.0,3.0,4,1687.0,92154
609000.0,2.0,2.0,1,922.0,92103
629999.0,1.0,3.0,1,991.0,95121
699000.0,1.0,1.0,1,953.0,95110
1590000.0,3.0,4.0,4,1976.0,95118
1249000.0,2.0,4.0,4,2016.0,95116
850000.0,3.0,3.0,4,1468.0,92010
674900.0,2.0,2.0,1,1536.0,92009
269000.0,2.0,2.0,3,1440.0,95128
424900.0,1.0,1.0,1,726.0,92101
1099000.0,3.0,3.0,1,1672.0,92101
2998000.0,4.0,4.0,4,4349.0,95126
1259000.0,3.0,5.0,4,2098.0,92120
1285000.0,3.0,3.0,1,1867.0,95131
825000.0,3.0,4.0,4,1659.0,92027
1100000.0,4.0,3.0,0,2127.0,92009
1495000.0,3.0,4.0,4,2006.0,92109
375000.0,2.0,2.0,1,1192.0,92025
589950.0,2.0,2.0,1,824.0,95118
1250000.0,3.0,3.0,4,2232.0,92029
570000.0,3.0,3.0,4,1574.0,92025
1690000.0,2.0,3.0,4,1588.0,92109
1329000.0,2.0,4.0,4,1895.0,95136
939900.0,3.0,2.0,1,1752.0,95112
825000.0,2.0,4.0,2,1404.0,92119
1790000.0,3.0,3.0,4,2838.0,92106
144400.0,1.0,1.0,3,550.0,92024
450000.0,3.0,2.0,1,1285.0,92154
264000.0,2.0,3.0,3,1368.0,95123
1995000.0,2.0,4.0,4,2054.0,95120
1990000.0,2.0,4.0,4,1857.0,95129
618000.0,2.0,2.0,1,871.0,95110
245000.0,2.0,3.0,3,1440.0,95134
941000.0,2.0,3.0,4,1162.0,92117
760000.0,3.0,3.0,4,1923.0,92154
2799000.0,5.0,6.0,6,3060.0,92109
829000.0,2.0,2.0,1,1270.0,92101
975000.0,2.0,2.0,4,1141.0,92110
1895000.0,4.0,5.0,4,2948.0,92007
1195000.0,2.0,2.0,1,1296.0,95110
1288000.0,2.0,3.0,4,1283.0,95123
639000.0,4.0,3.0,8,2047.0,92154
1250000.0,3.0,3.0,4,2334.0,92026
1550000.0,3.0,4.0,4,2451.0,92130
725000.0,1.0,2.0,4,1042.0,92120
1350000.0,3.0,5.0,4,1876.0,95132
829000.0,2.0,2.0,1,1662.0,95112
619900.0,2.0,2.0,1,944.0,92130
689000.0,2.0,2.0,1,1277.0,95112
650000.0,2.0,2.0,0,1222.0,92104
600000.0,2.0,4.0,8,1302.0,92102
875000.0,3.0,4.0,4,2251.0,92026
179000.0,2.0,2.0,3,1440.0,95125
625000.0,2.0,3.0,4,1040.0,92154
549000.0,2.0,2.0,4,1017.0,92025
788888.0,2.0,2.0,8,1241.0,95123
629000.0,2.0,2.0,1,864.0,92130
950000.0,2.0,3.0,4,1671.0,95112
1539000.0,3.0,5.0,6,1666.0,92104
1300000.0,3.0,5.0,4,2740.0,92129
578800.0,2.0,2.0,1,922.0,95128
1399000.0,4.0,4.0,4,4283.0,92009
1098000.0,2.0,2.0,1,1275.0,95126
980000.0,3.0,4.0,4,1734.0,92115
2650000.0,5.0,5.0,4,4817.0,92009
790000.0,2.0,4.0,4,2166.0,92154
649888.0,1.0,2.0,8,1047.0,92130
2820000.0,3.0,6.0,6,2773.0,92008
699000.0,2.0,3.0,1,1056.0,92024
1499000.0,2.0,3.0,4,1400.0,92110
1699950.0,3.0,4.0,4,1926.0,95126
1275000.0,1.0,3.0,4,1184.0,95125
629000.0,2.0,2.0,1,1199.0,92009
3900000.0,5.0,5.0,4,3865.0,92024
675000.0,2.0,3.0,0,1378.0,92026
2196000.0,4.0,5.0,4,3532.0,92008
2999000.0,4.0,5.0,4,3634.0,92008
375000.0,2.0,3.0,3,1403.0,95134
649900.0,2.0,1.0,1,1273.0,92101
1090000.0,3.0,3.0,4,1845.0,92011
165000.0,1.0,2.0,3,800.0,92024
179000.0,2.0,2.0,3,1440.0,95136
1275000.0,1.0,2.0,4,1280.0,95124
499000.0,2.0,2.0,3,1464.0,92010
1749000.0,3.0,2.0,1,1375.0,92008
795000.0,3.0,3.0,1,1452.0,92010
165000.0,2.0,2.0,3,672.0,95116
828000.0,2.0,3.0,1,1370.0,95112
229900.0,2.0,3.0,3,1440.0,95131
649000.0,2.0,2.0,1,1019.0,92110
990000.0,3.0,5.0,4,2438.0,92119
999000.0,1.0,2.0,4,1010.0,95125
2599000.0,6.0,6.0,4,4957.0,92009
889300.0,2.0,3.0,4,1314.0,92123
775000.0,3.0,5.0,4,2028.0,92154
2100000.0,2.0,5.0,4,2974.0,92026
1399000.0,2.0,3.0,4,1457.0,92122
559900.0,2.0,2.0,1,904.0,92128
869000.0,2.0,3.0,4,1696.0,92123
1498888.0,3.0,5.0,4,2501.0,95132
1599000.0,2.0,3.0,4,1490.0,95125
1299999.0,3.0,3.0,0,2129.0,92120
495000.0,3.0,2.0,1,1202.0,92029
825000.0,2.0,4.0,0,1250.0,92117
269000.0,2.0,2.0,3,1998.0,95125
765000.0,1.0,2.0,4,1174.0,95116
728000.0,3.0,3.0,7,3336.0,95132
429900.0,2.0,2.0,1,874.0,92111
625000.0,4.0,4.0,1,1857.0,92154
420000.0,1.0,2.0,1,798.0,95123
995000.0,2.0,3.0,4,986.0,95131
1599000.0,4.0,3.0,6,1865.0,92007
1075000.0,1.0,2.0,4,1070.0,95126
2290000.0,4.0,3.0,7,2330.0,92008
920000.0,2.0,3.0,4,2123.0,92128
6500000.0,6.0,5.0,4,4085.0,92008
374900.0,1.0,0.0,1,744.0,92101
1875000.0,3.0,3.0,1,1668.0,92014
1299000.0,3.0,5.0,4,1831.0,92024
670000.0,2.0,3.0,4,1136.0,92114
849000.0,4.0,4.0,4,2400.0,92027
1549000.0,2.0,3.0,4,1709.0,95125
780000.0,3.0,2.0,1,1353.0,95125
549000.0,2.0,3.0,4,735.0,92113
599000.0,1.0,1.0,1,663.0,95110
525000.0,1.0,1.0,4,684.0,92104
1325000.0,3.0,4.0,4,2944.0,92110
399999.0,2.0,2.0,1,973.0,92119
349000.0,1.0,1.0,0,664.0,92108
294100.0,1.0,2.0,1,813.0,92105
1799999.0,3.0,3.0,8,2010.0,92008
749000.0,2.0,2.0,1,1087.0,95126
849888.0,3.0,3.0,4,1548.0,92128
550000.0,2.0,3.0,3,2026.0,92026
796000.0,2.0,2.0,1,1229.0,95123
1198000.0,2.0,3.0,4,1705.0,95124
675000.0,3.0,2.0,1,1234.0,92009
340000.0,1.0,1.0,1,616.0,92108
1072000.0,2.0,3.0,4,1384.0,92131
1399000.0,1.0,2.0,4,1054.0,95002
650000.0,3.0,4.0,4,2034.0,92139
1600000.0,3.0,4.0,4,2736.0,95133
2195000.0,3.0,4.0,4,2023.0,95120
479999.0,2.0,3.0,1,1008.0,92117
535000.0,2.0,2.0,1,918.0,95111
379900.0,3.0,2.0,1,1069.0,92154
878890.0,2.0,3.0,6,1073.0,92107
1395000.0,3.0,3.0,4,2275.0,92009
699000.0,2.0,2.0,4,828.0,92101
1198000.0,3.0,4.0,4,3255.0,92026
1500000.0,4.0,4.0,1,1765.0,92113
1175000.0,2.0,3.0,4,1850.0,92110
530000.0,2.0,2.0,1,907.0,92128
799000.0,4.0,5.0,4,2800.0,92026
475000.0,2.0,2.0,1,877.0,95116
1625000.0,3.0,4.0,4,1944.0,95126
535000.0,2.0,2.0,1,955.0,95127
699000.0,3.0,3.0,1,1350.0,95111
525000.0,2.0,2.0,3,1764.0,92008
889000.0,3.0,4.0,4,2523.0,92026
675000.0,2.0,3.0,0,1134.0,92114
199900.0,2.0,2.0,3,1683.0,92102
1999800.0,3.0,4.0,4,2748.0,95128
368000.0,2.0,3.0,3,1506.0,95136
420000.0,2.0,1.0,1,842.0,92009
1062500.0,2.0,3.0,4,2561.0,92009
1375000.0,3.0,2.0,4,1395.0,92037
780000.0,2.0,2.0,0,1614.0,92128
1075000.0,4.0,3.0,1,1725.0,92102
2890000.0,7.0,5.0,4,5335.0,92067
565000.0,1.0,1.0,1,748.0,92130
1595000.0,3.0,3.0,4,1630.0,92116
1349000.0,3.0,5.0,4,2328.0,92129
849000.0,2.0,4.0,6,1622.0,92025
489000.0,1.0,1.0,1,704.0,92122
1695000.0,3.0,3.0,4,3088.0,92110
2800000.0,5.0,7.0,4,4130.0,92130
995000.0,2.0,2.0,6,1215.0,92104
295000.0,1.0,2.0,1,751.0,92105
699999.0,2.0,3.0,1,1267.0,92128
4199900.0,8.0,6.0,7,7500.0,92067
550000.0,2.0,2.0,1,976.0,92110
2700000.0,6.0,4.0,4,4300.0,92011
950000.0,2.0,2.0,1,1371.0,92101
999900.0,2.0,3.0,4,1666.0,92127
899000.0,2.0,2.0,4,689.0,92103
2450000.0,4.0,4.0,4,2894.0,95135
1050000.0,3.0,4.0,4,2472.0,92071
560000.0,2.0,2.0,3,1467.0,92026
795000.0,2.0,2.0,1,1261.0,95123
1099000.0,2.0,2.0,4,1558.0,92106
699000.0,2.0,3.0,1,1454.0,92128
