,price,bathrooms,bedrooms,area,zestimate,rent_zestimate,listing_type
8,2799900.0,4.0,4.0,3164.0 ,2951100.0,8486.0,House for sale
12,1695000.0,2.0,4.0,2132.0 ,1714700.0,3200.0,House for sale
15,779000.0,3.0,2.0,1282.0 ,774700.0,3566.0,Condo for sale
23,1299000.0,2.0,4.0,1383.0 ,1407700.0,3599.0,House for sale
31,1050000.0,3.0,4.0,2023.0 ,925800.0,4054.0,Coming soon
32,774999.0,2.0,2.0,1008.0 ,692400.0,2699.0,House for sale
34,724900.0,3.0,3.0,1686.0 ,739600.0,3200.0,House for sale
39,578800.0,2.0,2.0,922.0 ,578805.0,2596.0,Condo for sale
44,1548800.0,2.0,3.0,1540.0 ,1638238.0,3949.0,House for sale
45,1250000.0,3.0,3.0,1855.0 ,1045000.0,3896.0,Coming soon
46,949900.0,3.0,3.0,1444.0 ,941900.0,3197.0,House for sale
48,1200000.0,2.0,3.0,1983.0 ,1343100.0,3984.0,House for sale
49,1499000.0,3.0,4.0,1930.0 ,1494100.0,4093.0,House for sale
55,630000.0,2.0,3.0,1130.0 ,608600.0,2684.0,House for sale
59,818900.0,2.0,3.0,1422.0 ,822491.0,3438.0,House for sale
61,499900.0,3.0,2.0,1219.0 ,432400.0,2497.0,Coming soon
66,649900.0,2.0,3.0,1362.0 ,660200.0,3069.0,Condo for sale
68,1995000.0,4.0,4.0,3625.0 ,2039700.0,7411.0,House for sale
70,1690000.0,2.0,3.0,1588.0 ,1772900.0,4891.0,House for sale
71,395000.0,2.0,2.0,1820.0 ,399100.0,3200.0,Home for sale
73,488000.0,2.0,2.0,955.0 ,502901.0,2400.0,Condo for sale
74,2060000.0,4.0,3.0,2804.0 ,2102100.0,7246.0,House for sale
77,419000.0,1.0,1.0,535.0 ,365500.0,1880.0,Condo for sale
79,799000.0,2.0,2.0,1412.0 ,773300.0,3733.0,Condo for sale
80,1199000.0,4.0,3.0,1800.0 ,1199122.0,3750.0,New construction
86,515900.0,2.0,2.0,866.0 ,532541.0,2281.0,Condo for sale
88,416000.0,1.0,1.0,658.0 ,415223.0,2190.0,Condo for sale
89,514888.0,1.0,1.0,845.0 ,514900.0,2490.0,Condo for sale
91,886000.0,2.0,2.0,1371.0 ,933004.0,3300.0,Condo for sale
93,1369000.0,2.0,4.0,1669.0 ,1512877.0,3919.0,House for sale
94,818000.0,2.0,2.0,986.0 ,847700.0,2648.0,Condo for sale
97,579950.0,1.0,1.0,808.0 ,598408.0,2221.0,Condo for sale
101,5895000.0,4.0,4.0,1784.0 ,5769300.0,9321.0,House for sale
103,3875000.0,2.0,2.0,892.0 ,3829780.0,3499.0,House for sale
107,1200000.0,2.0,3.0,1115.0 ,1018600.0,3940.0,House for sale
112,899000.0,2.0,3.0,1678.0 ,899000.0,3523.0,House for sale
113,859000.0,2.0,3.0,1200.0 ,899700.0,3449.0,House for sale
114,69900.0,1.0,1.0,756.0 ,113400.0,1862.0,Home for sale
115,1072000.0,2.0,3.0,1384.0 ,1009500.0,3247.0,House for sale
117,11265000.0,8.0,6.0,5574.0 ,10676000.0,33714.0,House for sale
119,750000.0,3.0,3.0,1306.0 ,804700.0,3200.0,Townhouse for sale
121,699000.0,2.0,2.0,1311.0 ,703500.0,2821.0,House for sale
130,975000.0,2.0,4.0,1895.0 ,1005500.0,4169.0,House for sale
134,745000.0,2.0,5.0,1602.0 ,778700.0,3399.0,House for sale
142,919900.0,2.0,3.0,1325.0 ,917900.0,3567.0,House for sale
150,1450000.0,2.0,3.0,1211.0 ,1568311.0,3699.0,House for sale
152,837900.0,3.0,4.0,2357.0 ,842948.0,3696.0,House for sale
157,3575000.0,6.0,5.0,3597.0 ,3575000.0,11070.0,House for sale
164,1200000.0,2.0,4.0,1408.0 ,1248007.0,3949.0,House for sale
169,879900.0,3.0,3.0,1512.0 ,948200.0,3696.0,House for sale
171,1174950.0,3.0,3.0,1451.0 ,1257148.0,3407.0,Condo for sale
173,549000.0,2.0,3.0,1656.0 ,560000.0,3058.0,Home for sale
176,1098000.0,2.0,3.0,1080.0 ,1215100.0,3262.0,House for sale
177,779000.0,3.0,2.0,1042.0 ,816769.0,2812.0,Townhouse for sale
178,399500.0,1.0,2.0,882.0 ,441800.0,2298.0,Condo for sale
185,219000.0,1.0,1.0,378.0 ,231600.0,1397.0,House for sale
187,1275000.0,2.0,4.0,2124.0 ,1324700.0,3863.0,House for sale
189,267400.0,2.0,3.0,1546.0 ,263400.0,3999.0,Home for sale
191,1000000.0,2.0,3.0,1210.0 ,1155300.0,3714.0,House for sale
196,2895000.0,3.0,4.0,2903.0 ,3341200.0,6528.0,House for sale
199,824900.0,2.0,3.0,1435.0 ,737000.0,3522.0,Multi-family home for sale
200,619000.0,2.0,3.0,1476.0 ,623300.0,3310.0,Condo for sale
203,875000.0,3.0,2.0,1130.0 ,927098.0,3084.0,Townhouse for sale
205,506900.0,2.0,2.0,1035.0 ,512500.0,2300.0,Condo for sale
209,1399000.0,2.0,4.0,1852.0 ,1218900.0,4940.0,Coming soon
212,1399000.0,4.0,4.0,4283.0 ,1376100.0,9146.0,House for sale
216,625000.0,1.0,3.0,1080.0 ,622300.0,2999.0,House for sale
218,374900.0,1.0,0.0,744.0 ,356700.0,2100.0,Condo for sale
220,780000.0,3.0,2.0,1353.0 ,824113.0,3195.0,Condo for sale
240,1230000.0,3.0,3.0,1545.0 ,1306005.0,3499.0,Townhouse for sale
242,269900.0,1.0,0.0,480.0 ,237400.0,2699.0,Condo for sale
248,775000.0,3.0,5.0,2051.0 ,795200.0,3499.0,House for sale
249,979000.0,2.0,3.0,1482.0 ,1033100.0,3869.0,House for sale
252,99500.0,1.0,1.0,729.0 ,101400.0,2005.0,Home for sale
255,249470.0,2.0,3.0,1440.0 ,249500.0,3448.0,Home for sale
263,1200000.0,2.0,3.0,1006.0 ,1250600.0,2803.0,House for sale
268,749000.0,2.0,3.0,940.0 ,780659.0,3266.0,House for sale
271,995000.0,2.0,2.0,1215.0 ,945600.0,3364.0,Multi-family home for sale
272,799000.0,4.0,5.0,2800.0 ,826800.0,4052.0,House for sale
279,599000.0,2.0,3.0,1080.0 ,602300.0,2864.0,House for sale
285,254900.0,2.0,2.0,1632.0 ,200700.0,4200.0,Home for sale
286,599000.0,2.0,3.0,1038.0 ,612700.0,2799.0,House for sale
287,769000.0,3.0,4.0,1991.0 ,745600.0,3497.0,House for sale
288,899950.0,2.0,3.0,1130.0 ,950508.0,3499.0,House for sale
299,745000.0,2.0,3.0,1336.0 ,778800.0,3062.0,House for sale
315,414900.0,1.0,1.0,671.0 ,421200.0,2363.0,Condo for sale
323,1788000.0,2.0,4.0,1898.0 ,1954623.0,4690.0,House for sale
331,530000.0,2.0,2.0,918.0 ,549274.0,2400.0,Condo for sale
332,678000.0,1.0,2.0,907.0 ,706087.0,2499.0,Condo for sale
336,1164900.0,3.0,4.0,2133.0 ,1213100.0,3814.0,House for sale
344,525000.0,2.0,2.0,1960.0 ,525004.0,3128.0,Home for sale
345,1044900.0,3.0,4.0,1500.0 ,1094657.0,3565.0,House for sale
351,3699000.0,5.0,5.0,4669.0 ,3875708.0,6813.0,House for sale
357,489000.0,2.0,2.0,1440.0 ,489000.0,3140.0,Home for sale
361,875000.0,2.0,4.0,1498.0 ,920900.0,3897.0,House for sale
374,1475000.0,2.0,4.0,1870.0 ,1580200.0,4209.0,House for sale
379,1198950.0,2.0,4.0,1542.0 ,1256849.0,3800.0,House for sale
385,1189999.0,3.0,3.0,1352.0 ,1268046.0,3384.0,House for sale
387,679900.0,2.0,4.0,1184.0 ,653600.0,2849.0,House for sale
392,768000.0,3.0,3.0,1598.0 ,790900.0,3294.0,House for sale
393,1399999.0,3.0,4.0,2620.0 ,1258000.0,4500.0,Coming soon
395,1749000.0,3.0,4.0,2477.0 ,1782300.0,3579.0,Coming soon
399,1200000.0,4.0,4.0,2800.0 ,1197300.0,4713.0,House for sale
415,4288000.0,5.0,4.0,5425.0 ,4492190.0,7012.0,House for sale
416,2990000.0,5.0,5.0,3007.0 ,2951100.0,9911.0,House for sale
417,1395000.0,1.0,2.0,984.0 ,1395000.0,3695.0,House for sale
418,509000.0,1.0,0.0,519.0 ,513300.0,2777.0,Condo for sale
425,1450000.0,5.0,7.0,2718.0 ,1653100.0,5814.0,House for sale
429,2299999.0,4.0,5.0,3208.0 ,2300100.0,7327.0,House for sale
433,899900.0,3.0,3.0,1718.0 ,916100.0,3928.0,Condo for sale
435,649000.0,2.0,3.0,1331.0 ,660999.0,2928.0,House for sale
440,9900000.0,6.0,4.0,5004.0 ,9680000.0,31746.0,House for sale
443,499000.0,2.0,3.0,1040.0 ,524100.0,2796.0,Condo for sale
462,949000.0,3.0,3.0,1338.0 ,905300.0,4067.0,Condo for sale
464,675000.0,2.0,3.0,1522.0 ,691000.0,3200.0,House for sale
467,689000.0,3.0,4.0,1700.0 ,701900.0,3499.0,House for sale
479,919000.0,2.0,3.0,1614.0 ,920400.0,3549.0,House for sale
495,1150000.0,2.0,3.0,2073.0 ,1187987.0,3977.0,Condo for sale
497,238888.0,2.0,2.0,1120.0 ,239000.0,2749.0,Home for sale
498,4199900.0,8.0,6.0,7500.0 ,4145000.0,16704.0,New construction
500,959000.0,3.0,4.0,3020.0 ,987047.0,4187.0,House for sale
501,1950000.0,3.0,4.0,2700.0 ,2015300.0,7154.0,House for sale
504,570000.0,3.0,3.0,1574.0 ,584400.0,3013.0,House for sale
505,1398898.0,1.0,2.0,1208.0 ,1490104.0,3279.0,House for sale
506,1595000.0,3.0,3.0,1672.0 ,1663357.0,4250.0,House for sale
508,928200.0,2.0,4.0,1645.0 ,955469.0,3863.0,House for sale
516,550000.0,2.0,3.0,2026.0 ,550300.0,3229.0,Home for sale
518,279900.0,1.0,0.0,311.0 ,281000.0,3428.0,House for sale
527,1150000.0,3.0,3.0,1512.0 ,1204003.0,3669.0,Townhouse for sale
535,515000.0,1.0,1.0,665.0 ,493700.0,2027.0,Condo for sale
540,1195000.0,2.0,3.0,1964.0 ,1256810.0,3668.0,House for sale
545,1079000.0,4.0,5.0,3376.0 ,1090000.0,4970.0,House for sale
554,844999.0,3.0,5.0,2175.0 ,869500.0,3668.0,House for sale
555,639000.0,2.0,3.0,1662.0 ,589500.0,3200.0,House for sale
559,549900.0,3.0,3.0,1288.0 ,555200.0,2796.0,Condo for sale
564,839000.0,2.0,2.0,1662.0 ,867351.0,3134.0,Condo for sale
567,1800000.0,3.0,7.0,2040.0 ,1916733.0,4784.0,House for sale
571,4995000.0,3.0,4.0,3000.0 ,4878500.0,16557.0,House for sale
572,400000.0,1.0,1.0,831.0 ,416000.0,1950.0,Condo for sale
573,848888.0,2.0,2.0,1622.0 ,890046.0,3095.0,Condo for sale
575,750000.0,3.0,4.0,1934.0 ,779300.0,3499.0,House for sale
582,725000.0,2.0,3.0,1040.0 ,729700.0,3234.0,House for sale
583,599000.0,1.0,1.0,876.0 ,618024.0,2298.0,Condo for sale
592,1750000.0,3.0,4.0,2008.0 ,1818700.0,6425.0,House for sale
593,398000.0,1.0,1.0,1050.0 ,398800.0,2300.0,Coming soon
597,929900.0,3.0,2.0,1704.0 ,933490.0,3549.0,Condo for sale
601,1350000.0,3.0,4.0,2124.0 ,1349800.0,4198.0,House for sale
606,1999000.0,2.0,4.0,2440.0 ,2100350.0,4988.0,House for sale
607,930000.0,3.0,3.0,1470.0 ,890900.0,3663.0,Townhouse for sale
614,3088000.0,4.0,5.0,3118.0 ,3356521.0,6410.0,House for sale
615,575000.0,2.0,2.0,955.0 ,609499.0,2662.0,Condo for sale
618,1568000.0,2.0,4.0,1655.0 ,1675964.0,3897.0,House for sale
625,707000.0,3.0,4.0,1776.0 ,722100.0,3362.0,House for sale
627,700000.0,2.0,2.0,984.0 ,726111.0,2699.0,Condo for sale
628,2900000.0,5.0,4.0,5428.0 ,2900100.0,7733.0,House for sale
634,2798000.0,4.0,5.0,2997.0 ,3061011.0,6425.0,House for sale
638,1750000.0,3.0,5.0,2280.0 ,1920062.0,4800.0,House for sale
641,1400000.0,2.0,3.0,1421.0 ,1380500.0,4500.0,House for sale
642,785000.0,2.0,3.0,1157.0 ,818600.0,3449.0,House for sale
649,3495000.0,3.0,3.0,2572.0 ,3495000.0,12013.0,House for sale
656,565000.0,1.0,1.0,748.0 ,589600.0,2540.0,Condo for sale
657,1289000.0,3.0,3.0,2171.0 ,1141200.0,6423.0,Condo for sale
661,1399888.0,2.0,3.0,1478.0 ,1525967.0,4097.0,House for sale
667,898000.0,4.0,3.0,1531.0 ,933282.0,3599.0,Townhouse for sale
680,365000.0,1.0,2.0,700.0 ,375000.0,2070.0,Condo for sale
690,849000.0,3.0,5.0,1486.0 ,778200.0,4167.0,House for sale
693,798000.0,2.0,2.0,986.0 ,826138.0,2648.0,Condo for sale
696,855000.0,2.0,3.0,1900.0 ,843800.0,3799.0,Condo for sale
699,489000.0,2.0,3.0,1224.0 ,501700.0,2799.0,Condo for sale
704,429900.0,1.0,2.0,824.0 ,378000.0,2026.0,House for sale
720,1350000.0,4.0,5.0,2244.0 ,1385500.0,5850.0,House for sale
724,1299000.0,3.0,3.0,1960.0 ,1326600.0,3895.0,House for sale
725,729900.0,2.0,3.0,1400.0 ,746600.0,2999.0,House for sale
726,429900.0,2.0,2.0,2176.0 ,531800.0,3800.0,Home for sale
727,1020900.0,3.0,4.0,2172.0 ,1033600.0,3764.0,House for sale
730,760000.0,3.0,4.0,2092.0 ,774600.0,3905.0,House for sale
733,520000.0,1.0,1.0,708.0 ,534979.0,2462.0,Condo for sale
734,439000.0,1.0,2.0,810.0 ,455700.0,2187.0,Condo for sale
735,1049990.0,3.0,3.0,1673.0 ,909800.0,3184.0,House for sale
738,879900.0,2.0,3.0,1800.0 ,611200.0,2795.0,House for sale
741,1299950.0,2.0,4.0,1642.0 ,1428100.0,3962.0,House for sale
748,1185000.0,3.0,3.0,1508.0 ,1040300.0,3528.0,House for sale
752,1895000.0,4.0,5.0,3050.0 ,1939100.0,5400.0,House for sale
757,419000.0,1.0,2.0,836.0 ,433100.0,2195.0,Condo for sale
759,375000.0,1.0,2.0,748.0 ,410900.0,2368.0,Condo for sale
775,899000.0,2.0,3.0,1048.0 ,913800.0,3463.0,House for sale
776,829000.0,2.0,2.0,1662.0 ,857013.0,3134.0,Condo for sale
786,749000.0,3.0,3.0,1933.0 ,759300.0,3551.0,House for sale
792,1500000.0,4.0,4.0,1765.0 ,942900.0,3726.0,Condo for sale
800,470000.0,2.0,3.0,1183.0 ,481700.0,2761.0,Townhouse for sale
802,648000.0,2.0,2.0,998.0 ,684019.0,2699.0,Condo for sale
806,825000.0,2.0,4.0,1250.0 ,836600.0,3785.0,Coming soon
815,1200000.0,3.0,4.0,2007.0 ,1245000.0,4300.0,Coming soon
819,265000.0,1.0,1.0,551.0 ,280100.0,1662.0,Condo for sale
820,1339000.0,6.0,4.0,3701.0 ,1391400.0,4918.0,House for sale
827,599800.0,1.0,1.0,719.0 ,611807.0,2195.0,Condo for sale
833,995000.0,3.0,5.0,2322.0 ,1020500.0,3936.0,House for sale
837,599000.0,2.0,3.0,1686.0 ,650600.0,3628.0,Townhouse for sale
845,475000.0,2.0,2.0,907.0 ,492000.0,2295.0,Condo for sale
850,6450000.0,6.0,5.0,4638.0 ,6297900.0,20965.0,House for sale
856,328000.0,2.0,2.0,1440.0 ,328000.0,3128.0,Home for sale
859,989000.0,3.0,3.0,1947.0 ,1048200.0,4200.0,House for sale
861,8200000.0,6.0,5.0,3348.0 ,7978400.0,26812.0,New construction
862,629000.0,2.0,2.0,1199.0 ,629800.0,2997.0,Condo for sale
864,6200000.0,7.0,6.0,7088.0 ,6520779.0,10790.0,House for sale
875,2099000.0,3.0,3.0,1908.0 ,2197600.0,5928.0,House for sale
878,490000.0,1.0,1.0,870.0 ,493600.0,2343.0,Condo for sale
879,999000.0,2.0,3.0,1515.0 ,1062600.0,3714.0,House for sale
880,825000.0,3.0,4.0,1659.0 ,846600.0,3305.0,House for sale
882,1039900.0,2.0,3.0,1000.0 ,1106300.0,3204.0,House for sale
883,470000.0,1.0,1.0,736.0 ,486491.0,2484.0,Condo for sale
887,725000.0,2.0,4.0,1200.0 ,788600.0,3013.0,House for sale
894,800000.0,1.0,2.0,910.0 ,729300.0,3332.0,House for sale
897,670000.0,2.0,3.0,1572.0 ,726900.0,3170.0,House for sale
900,1000000.0,3.0,4.0,1600.0 ,971800.0,3612.0,Condo for sale
901,1099000.0,4.0,4.0,2626.0 ,1122100.0,4529.0,House for sale
903,999000.0,2.0,5.0,2068.0 ,1081400.0,4570.0,House for sale
906,350000.0,2.0,2.0,1140.0 ,363125.0,1870.0,Home for sale
913,2775000.0,5.0,4.0,2652.0 ,2847117.0,5499.0,New construction
926,1200000.0,3.0,4.0,2906.0 ,1247400.0,5497.0,Condo for sale
929,210000.0,2.0,2.0,1260.0 ,215400.0,2862.0,Home for sale
930,685000.0,2.0,2.0,1364.0 ,701800.0,3196.0,Condo for sale
940,549000.0,2.0,3.0,1200.0 ,563200.0,2949.0,House for sale
957,850100.0,2.0,3.0,1050.0 ,869017.0,3323.0,House for sale
959,750000.0,3.0,2.0,1124.0 ,807259.0,2834.0,Townhouse for sale
964,167500.0,2.0,2.0,1040.0 ,178800.0,2291.0,Home for sale
965,789000.0,4.0,4.0,1068.0 ,811542.0,2270.0,House for sale
969,599000.0,2.0,3.0,1038.0 ,623700.0,2799.0,House for sale
971,899900.0,2.0,5.0,1888.0 ,926500.0,3763.0,House for sale
972,2700000.0,6.0,4.0,4300.0 ,2700000.0,7887.0,House for sale
978,1599000.0,4.0,3.0,1865.0 ,1708300.0,7094.0,Multi-family home for sale
979,799900.0,2.0,4.0,1275.0 ,775900.0,3143.0,House for sale
988,2399000.0,5.0,5.0,4130.0 ,2414300.0,7904.0,House for sale
993,899000.0,2.0,3.0,2000.0 ,915400.0,2676.0,House for sale
997,1075000.0,3.0,4.0,2273.0 ,1112700.0,4013.0,House for sale
1000,7495000.0,8.0,7.0,8417.0 ,6990200.0,23140.0,Coming soon
1005,2599000.0,2.0,3.0,1853.0 ,2600300.0,8042.0,House for sale
1011,679950.0,1.0,2.0,800.0 ,727085.0,2635.0,House for sale
1012,1595000.0,3.0,3.0,1980.0 ,1696400.0,4424.0,House for sale
1015,349900.0,2.0,2.0,954.0 ,370400.0,1999.0,Condo for sale
1022,543000.0,2.0,2.0,912.0 ,576415.0,2466.0,Condo for sale
1023,345000.0,2.0,3.0,1434.0 ,359500.0,3027.0,Home for sale
1032,2498000.0,3.0,4.0,2796.0 ,2786700.0,5645.0,House for sale
1038,3600000.0,2.0,3.0,1336.0 ,3514400.0,11933.0,House for sale
1040,3600000.0,6.0,5.0,5480.0 ,3553400.0,12579.0,House for sale
1041,634000.0,2.0,2.0,871.0 ,655645.0,2499.0,Condo for sale
1043,1699950.0,3.0,4.0,1926.0 ,1710593.0,4570.0,House for sale
1044,790000.0,2.0,4.0,2166.0 ,816600.0,3897.0,House for sale
1048,727000.0,3.0,2.0,1351.0 ,769764.0,2999.0,Condo for sale
1050,579000.0,2.0,3.0,2056.0 ,579000.0,4054.0,Condo for sale
1053,1995000.0,3.0,3.0,2654.0 ,1912100.0,7186.0,Coming soon
1058,469000.0,1.0,1.0,658.0 ,464200.0,2170.0,Condo for sale
1061,549900.0,3.0,3.0,1459.0 ,558700.0,2828.0,Townhouse for sale
1065,335000.0,1.0,1.0,604.0 ,322100.0,1795.0,Condo for sale
1071,379000.0,1.0,1.0,667.0 ,381200.0,2094.0,Condo for sale
1075,420000.0,2.0,1.0,842.0 ,427900.0,1983.0,Condo for sale
1078,454995.0,1.0,1.0,704.0 ,441500.0,1953.0,Condo for sale
1086,599000.0,2.0,3.0,1919.0 ,607400.0,4054.0,Home for sale
1088,748888.0,2.0,3.0,1342.0 ,793523.0,3099.0,Townhouse for sale
1089,375000.0,1.0,2.0,771.0 ,389900.0,2400.0,Condo for sale
1090,625000.0,4.0,4.0,1857.0 ,809100.0,2928.0,Condo for sale
1094,2749000.0,4.0,4.0,2600.0 ,2749000.0,7246.0,House for sale
1101,2100000.0,4.0,4.0,4217.0 ,2002200.0,8000.0,House for sale
1106,85000.0,2.0,3.0,1440.0 ,184000.0,2864.0,Home for sale
1118,1625000.0,3.0,4.0,1944.0 ,1703900.0,4798.0,House for sale
1121,1799999.0,4.0,4.0,2602.0 ,1928500.0,5299.0,House for sale
1123,499900.0,2.0,2.0,881.0 ,516598.0,2395.0,Condo for sale
1124,1288000.0,2.0,3.0,1283.0 ,1200900.0,3627.0,House for sale
1132,899900.0,1.0,2.0,816.0 ,907100.0,2828.0,House for sale
1137,5450000.0,5.0,4.0,4153.0 ,5450000.0,14141.0,House for sale
1145,950000.0,3.0,4.0,1512.0 ,994100.0,3798.0,House for sale
1147,449500.0,1.0,1.0,1035.0 ,449700.0,2864.0,Condo for sale
1149,1730000.0,5.0,5.0,3620.0 ,1851500.0,6058.0,House for sale
1156,769000.0,2.0,3.0,1107.0 ,770500.0,2962.0,House for sale
1161,6500000.0,6.0,5.0,4085.0 ,6321300.0,21043.0,House for sale
1166,6999000.0,7.0,6.0,7500.0 ,6683400.0,22124.0,House for sale
1167,598000.0,2.0,2.0,1011.0 ,633939.0,2796.0,Condo for sale
1169,819500.0,2.0,3.0,1917.0 ,838300.0,3200.0,House for sale
1172,1199800.0,4.0,4.0,2035.0 ,1283736.0,4162.0,Townhouse for sale
1178,875000.0,3.0,3.0,1459.0 ,864800.0,3597.0,Condo for sale
1179,160000.0,2.0,3.0,1440.0 ,160300.0,3092.0,Home for sale
1181,1995000.0,2.0,4.0,2054.0 ,2043056.0,4500.0,House for sale
1185,275000.0,2.0,2.0,1392.0 ,275000.0,2360.0,Home for sale
1188,765000.0,3.0,3.0,31363.0 ,709300.0,3334.0,Foreclosure
1190,1789000.0,2.0,3.0,1547.0 ,1934971.0,4043.0,House for sale
1204,469000.0,1.0,1.0,788.0 ,473400.0,2300.0,Condo for sale
1206,1450000.0,3.0,4.0,1723.0 ,1530300.0,4136.0,House for sale
1221,849999.0,1.0,3.0,900.0 ,889842.0,2958.0,House for sale
1227,23000000.0,5.0,5.0,2729.0 ,22336400.0,34586.0,House for sale
1229,999000.0,3.0,3.0,1674.0 ,1059800.0,3499.0,Multi-family home for sale
1236,1680000.0,2.0,4.0,1514.0 ,1870909.0,4285.0,House for sale
1239,809000.0,2.0,4.0,1400.0 ,845800.0,3234.0,House for sale
1240,3850000.0,5.0,5.0,4985.0 ,2954900.0,9659.0,Coming soon
1245,499000.0,2.0,2.0,1161.0 ,504700.0,2650.0,House for sale
1246,999000.0,4.0,3.0,1901.0 ,1053797.0,3984.0,Townhouse for sale
1254,557700.0,2.0,2.0,890.0 ,573765.0,2544.0,Condo for sale
1257,899000.0,3.0,2.0,1376.0 ,945182.0,3380.0,Townhouse for sale
1266,1250000.0,3.0,3.0,1283.0 ,1250000.0,3780.0,Condo for sale
1270,769000.0,1.0,2.0,672.0 ,804600.0,2505.0,House for sale
1273,369000.0,2.0,2.0,966.0 ,371600.0,2132.0,Condo for sale
1275,1149000.0,2.0,4.0,1400.0 ,1236039.0,3862.0,House for sale
1277,2995000.0,3.0,3.0,1949.0 ,2995000.0,9993.0,House for sale
1284,12750000.0,6.0,4.0,4256.0 ,12128200.0,40388.0,House for sale
1286,529900.0,2.0,2.0,900.0 ,560600.0,2658.0,Condo for sale
1287,2750000.0,5.0,5.0,4436.0 ,2750000.0,9199.0,House for sale
1289,549000.0,1.0,2.0,832.0 ,570700.0,2635.0,House for sale
1290,1368800.0,4.0,4.0,2210.0 ,1443693.0,4091.0,House for sale
1296,2599000.0,6.0,6.0,4957.0 ,2599100.0,8917.0,House for sale
1299,1698888.0,2.0,3.0,1780.0 ,1789899.0,4295.0,House for sale
1308,1045000.0,3.0,3.0,1616.0 ,1033400.0,3994.0,Condo for sale
1312,3495000.0,5.0,5.0,3528.0 ,3712305.0,3499.0,House for sale
1318,738000.0,1.0,3.0,1000.0 ,777296.0,3200.0,Townhouse for sale
1319,1250000.0,3.0,4.0,2268.0 ,1249700.0,6186.0,Condo for sale
1324,599000.0,2.0,2.0,1061.0 ,557000.0,2676.0,Condo for sale
1328,6888888.0,4.0,3.0,4226.0 ,6602300.0,22018.0,House for sale
1332,1455000.0,2.0,3.0,1743.0 ,1532946.0,3952.0,House for sale
1338,499000.0,2.0,2.0,1464.0 ,499200.0,3195.0,Home for sale
1342,519000.0,2.0,2.0,838.0 ,504000.0,2600.0,Condo for sale
1345,1829000.0,3.0,6.0,3270.0 ,1863600.0,5469.0,House for sale
1350,699000.0,2.0,3.0,2267.0 ,772600.0,4417.0,House for sale
1357,1188888.0,2.0,4.0,1572.0 ,1074400.0,3949.0,House for sale
1364,3599000.0,6.0,5.0,4365.0 ,3948300.0,13256.0,New construction
1382,589950.0,2.0,2.0,824.0 ,615136.0,2483.0,Condo for sale
1387,345000.0,2.0,2.0,1275.0 ,354700.0,3614.0,Condo for sale
1389,1399000.0,3.0,3.0,1740.0 ,1466159.0,3995.0,House for sale
1390,2250000.0,3.0,4.0,3300.0 ,2250000.0,7909.0,House for sale
1395,3900000.0,4.0,4.0,3270.0 ,3880400.0,12927.0,House for sale
1403,1020000.0,2.0,3.0,1860.0 ,1094420.0,3843.0,House for sale
1407,424900.0,1.0,1.0,726.0 ,429700.0,2544.0,Condo for sale
1408,1599000.0,2.0,4.0,1880.0 ,1667528.0,4426.0,House for sale
1422,1100000.0,3.0,3.0,2236.0 ,1155797.0,3164.0,House for sale
1423,1250000.0,3.0,4.0,2220.0 ,1282100.0,5006.0,House for sale
1424,650000.0,2.0,4.0,1557.0 ,665449.0,3200.0,House for sale
1425,1699000.0,4.0,5.0,3028.0 ,1823600.0,5499.0,House for sale
1429,827300.0,3.0,5.0,2021.0 ,842811.0,3499.0,House for sale
1435,1075000.0,3.0,4.0,1957.0 ,1047600.0,3814.0,Condo for sale
1436,5700000.0,3.0,4.0,2201.0 ,6344900.0,21246.0,House for sale
1444,770000.0,3.0,3.0,1523.0 ,755400.0,3055.0,Townhouse for sale
1450,649900.0,2.0,3.0,1475.0 ,659300.0,2849.0,House for sale
1451,1499000.0,3.0,4.0,2256.0 ,1372800.0,3999.0,House for sale
1457,490000.0,1.0,2.0,798.0 ,509797.0,2264.0,Condo for sale
1460,349000.0,1.0,1.0,664.0 ,362300.0,1912.0,Coming soon
1468,849999.0,2.0,3.0,1317.0 ,893615.0,3307.0,Condo for sale
1470,1949000.0,3.0,5.0,2367.0 ,2061549.0,4995.0,House for sale
1471,549000.0,2.0,2.0,792.0 ,555100.0,2565.0,House for sale
1472,750000.0,2.0,3.0,1456.0 ,720900.0,3092.0,Coming soon
1473,1650000.0,5.0,5.0,3424.0 ,1770800.0,6499.0,House for sale
1478,899000.0,2.0,2.0,1450.0 ,918977.0,3266.0,Townhouse for sale
1479,1250000.0,3.0,3.0,2232.0 ,1270500.0,3962.0,House for sale
1482,1350000.0,2.0,2.0,1241.0 ,1093600.0,4250.0,House for sale
1486,2799000.0,4.0,4.0,4176.0 ,2799000.0,10018.0,House for sale
1494,1599000.0,3.0,3.0,2158.0 ,1650900.0,4914.0,House for sale
1499,2000000.0,2.0,3.0,1640.0 ,2041360.0,4812.0,House for sale
1500,699000.0,1.0,1.0,953.0 ,716188.0,2749.0,Condo for sale
1501,1345000.0,3.0,2.0,1976.0 ,1361100.0,4184.0,Townhouse for sale
1502,980000.0,3.0,4.0,1734.0 ,1023900.0,4335.0,House for sale
1509,798000.0,2.0,4.0,1320.0 ,800300.0,3363.0,House for sale
1510,2799000.0,4.0,4.0,1603.0 ,2799000.0,8929.0,House for sale
1514,2100000.0,2.0,5.0,2974.0 ,2126500.0,7148.0,House for sale
